#target name         accession query name           accession mdl mdl from   mdl to seq from   seq to strand trunc pass   gc  bias  score   E-value inc description of target
#------------------- --------- -------------------- --------- --- -------- -------- -------- -------- ------ ----- ---- ---- ----- ------ --------- --- ---------------------
NZ_RHDS01000004.1    -         result               -          cm        1       37   343492   343529      +    no    1 0.37   0.0   32.8        24 ?   [Curtobacterium] plantarum strain LMG 16222 LMG16222.00004, whole genome shotgun sequence
NZ_PXMV01000015.1    -         result               -          cm        1       37    21230    21194      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain AB15 D60061-3-01_R1__paired__trimmed__paired__contig_15, whole genome shotgun sequence
NZ_UCRI01000010.1    -         result               -          cm        1       37    74805    74769      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain Ab150, whole genome shotgun sequence
NZ_UCQL01000014.1    -         result               -          cm        1       37     1118     1082      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain Ab151, whole genome shotgun sequence
NZ_UCQK01000011.1    -         result               -          cm        1       37    74843    74807      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain Ab152, whole genome shotgun sequence
NZ_RHZE01000004.1    -         result               -          cm        1       37    61221    61185      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain AB_152 NODE_4_length_206528_cov_41.300841, whole genome shotgun sequence
NZ_UCQN01000011.1    -         result               -          cm        1       37    74863    74827      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain Ab153, whole genome shotgun sequence
NZ_UEJA01000012.1    -         result               -          cm        1       37    74837    74801      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain Ab156, whole genome shotgun sequence
NZ_RHZD01000003.1    -         result               -          cm        1       37    74788    74752      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain AB_156 NODE_3_length_220095_cov_54.325096, whole genome shotgun sequence
NZ_NKJR01000153.1    -         result               -          cm        1       37     3398     3362      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain AB156 contig_154, whole genome shotgun sequence
NZ_MSMC01000708.1    -         result               -          cm        1       37      861      825      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain Ab158_GEIH-2000 strain158_1346, whole genome shotgun sequence
NZ_RHZC01000003.1    -         result               -          cm        1       37    75062    75026      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain AB_159 NODE_3_length_220369_cov_44.842600, whole genome shotgun sequence
NZ_FPFV01000016.1    -         result               -          cm        1       37    12500    12464      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain Ab16, whole genome shotgun sequence
NZ_PXMU01000016.1    -         result               -          cm        1       37   110999   111035      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain AB16 D60061-16_R1__paired__trimmed__paired__contig_16, whole genome shotgun sequence
NZ_UCQQ01000011.1    -         result               -          cm        1       37    74824    74788      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain Ab160, whole genome shotgun sequence
NZ_RHZB01000002.1    -         result               -          cm        1       37   145308   145344      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain AB_161 NODE_2_length_206528_cov_30.441122, whole genome shotgun sequence
NZ_NKJQ01000148.1    -         result               -          cm        1       37     8617     8653      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain AB161 contig_148, whole genome shotgun sequence
NZ_MSMB01000496.1    -         result               -          cm        1       37      115       79      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain Ab161_GEIH-2000 strain161_1071, whole genome shotgun sequence
NZ_NKJP01000063.1    -         result               -          cm        1       37     3398     3362      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain AB162 contig_64, whole genome shotgun sequence
NZ_UEJE01000012.1    -         result               -          cm        1       37    74839    74803      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain Ab164, whole genome shotgun sequence
NZ_UCQU01000015.1    -         result               -          cm        1       37    74886    74850      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain Ab165, whole genome shotgun sequence
NZ_NKJO01000080.1    -         result               -          cm        1       37    59178    59214      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain AB165 contig_80, whole genome shotgun sequence
NZ_NKJN01000022.1    -         result               -          cm        1       37   111265   111301      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain AB166 contig_22, whole genome shotgun sequence
NZ_RHYZ01000003.1    -         result               -          cm        1       37    60975    60939      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain AB_168 NODE_3_length_206727_cov_53.5679, whole genome shotgun sequence
NZ_MSMF01000570.1    -         result               -          cm        1       37      725      761      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain Ab169_GEIH-2000 strain169_1422, whole genome shotgun sequence
NZ_FPFK01000011.1    -         result               -          cm        1       37    74843    74807      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain Ab17, whole genome shotgun sequence
NZ_PXMT01000002.1    -         result               -          cm        1       37   145430   145466      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain AB17 D60061-17_R1__paired__trimmed__paired__contig_2, whole genome shotgun sequence
NZ_RHYY01000003.1    -         result               -          cm        1       37    74965    74929      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain AB_170 NODE_3_length_220560_cov_37.1719, whole genome shotgun sequence
NZ_RHYX01000003.1    -         result               -          cm        1       37    61038    61002      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain AB_172 NODE_3_length_206795_cov_47.641, whole genome shotgun sequence
NZ_NKJM01000089.1    -         result               -          cm        1       37     8664     8700      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain AB172 contig_90, whole genome shotgun sequence
NZ_NKJL01000008.1    -         result               -          cm        1       37   110978   111014      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain AB173 contig_8, whole genome shotgun sequence
NZ_NKJK01000012.1    -         result               -          cm        1       37     5130     5094      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain AB174 contig_12, whole genome shotgun sequence
NZ_MSME01000452.1    -         result               -          cm        1       37      505      469      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain Ab177_GEIH-2000 strain177_1033, whole genome shotgun sequence
NZ_FPFI01000014.1    -         result               -          cm        1       37    74842    74806      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain Ab18, whole genome shotgun sequence
NZ_PXMS01000019.1    -         result               -          cm        1       37   145471   145507      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain AB18 D60061-18_R1__paired__trimmed__paired__contig_19, whole genome shotgun sequence
NZ_MSMJ01000352.1    -         result               -          cm        1       37      358      394      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain Ab183_GEIH-2000 strain183_756, whole genome shotgun sequence
NZ_LVYA01000076.1    -         result               -          cm        1       37   111204   111240      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain AB1845 Contig076, whole genome shotgun sequence
NZ_RHYW01000003.1    -         result               -          cm        1       37    60798    60762      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain AB_186 NODE_3_length_206550_cov_48.8822, whole genome shotgun sequence
NZ_FPFZ01000013.1    -         result               -          cm        1       37    12657    12621      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain Ab19, whole genome shotgun sequence
NZ_PXMR01000020.1    -         result               -          cm        1       37    21500    21464      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain AB19 D60061-19_R1__paired__trimmed__paired__contig_20, whole genome shotgun sequence
NZ_MSMH01000170.1    -         result               -          cm        1       37      636      672      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain Ab192_GEIH-2000 strain192_367, whole genome shotgun sequence
NZ_RHYU01000003.1    -         result               -          cm        1       37    61542    61506      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain AB_193 NODE_3_length_207294_cov_30.6713, whole genome shotgun sequence
NZ_FPEL01000013.1    -         result               -          cm        1       37    74843    74807      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain Ab2, whole genome shotgun sequence
NZ_RXLT01000097.1    -         result               -          cm        1       37    62652    62688      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain AB2 Rikke7_S7_L001_R1_001_contig_97, whole genome shotgun sequence
NZ_FPEK01000013.1    -         result               -          cm        1       37    74835    74799      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain Ab20, whole genome shotgun sequence
NZ_PXMQ01000027.1    -         result               -          cm        1       37    21500    21464      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain AB20 D60061-20_R1__paired__trimmed__paired__contig_27, whole genome shotgun sequence
NZ_RHYS01000004.1    -         result               -          cm        1       37    61356    61320      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain AB_203 NODE_4_length_207108_cov_47.1389, whole genome shotgun sequence
NZ_FPET01000012.1    -         result               -          cm        1       37     1114     1078      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain Ab21, whole genome shotgun sequence
NZ_PXMP01000007.1    -         result               -          cm        1       37    21581    21545      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain AB21 D60061-21_R1__paired__trimmed__paired__contig_7, whole genome shotgun sequence
NZ_LAPU01000009.1    -         result               -          cm        1       37    74990    74954      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain AB210M AEOXM009, whole genome shotgun sequence
NZ_LXJV01000375.1    -         result               -          cm        1       37     5396     5360      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain AB217 Contig436, whole genome shotgun sequence
NZ_FPFX01000011.1    -         result               -          cm        1       37     1120     1084      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain Ab22, whole genome shotgun sequence
NZ_PXMO01000002.1    -         result               -          cm        1       37    21500    21464      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain AB22 D60061-22_R1__paired__trimmed__paired__contig_2, whole genome shotgun sequence
NZ_RHYR01000002.1    -         result               -          cm        1       37    61228    61192      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain AB_221 NODE_2_length_206878_cov_29.0119, whole genome shotgun sequence
