#target name         accession query name           accession mdl mdl from   mdl to seq from   seq to strand trunc pass   gc  bias  score   E-value inc description of target
#------------------- --------- -------------------- --------- --- -------- -------- -------- -------- ------ ----- ---- ---- ----- ------ --------- --- ---------------------
NZ_NRNN01000027.1    -         result               -          cm        1       36       17       52      +    no    1 0.39   0.0   55.7     1e-06 !   Cronobacter dublinensis strain cro3540W contig27, whole genome shotgun sequence
NZ_NBKE01000025.1    -         result               -          cm       10       36     2870     2844      -    5'    2 0.37   0.0   35.4      0.84 ?   Escherichia coli strain Spr2012_WWKa_OUT_54 Cont025, whole genome shotgun sequence
NZ_NEFW01000033.1    -         result               -          cm        1       36       39        5      -    no    1 0.46   0.0   35.2      0.92 ?   Citrobacter freundii strain D36-1 scaf29_1, whole genome shotgun sequence
NZ_NEFW01000033.1    -         result               -          cm        1       36       75       41      -    no    1 0.46   0.0   35.2      0.92 ?   Citrobacter freundii strain D36-1 scaf29_1, whole genome shotgun sequence
NZ_RBSI01000107.1    -         result               -          cm        1       36    17134    17170      +    no    1 0.46   0.0   34.8       1.2 ?   Pseudomonas coronafaciens pv. garcae strain ICMP 3649 PgcICMP3649_Contig_99, whole genome shotgun sequence
NZ_NUCC01000039.1    -         result               -          cm        1       36     4697     4664      -    no    1 0.41   0.0   34.5       1.5 ?   Bacillus toyonensis strain AFS020202 AFS020202_99_G2_Contig39_140514, whole genome shotgun sequence
NZ_BEUW01000185.1    -         result               -          cm       11       36     4469     4444      -    5'    2 0.38   0.0   33.5       2.8 ?   Escherichia coli O26:H11 strain 2591, whole genome shotgun sequence
NZ_CYZV01000012.1    -         result               -          cm        1       36    80503    80468      -    no    1 0.19   0.0   32.7       4.9 ?   Clostridium disporicum strain 2789STDY5834855, whole genome shotgun sequence
NZ_MRCM01000021.1    -         result               -          cm        1       36    89383    89349      -    no    1 0.34   0.0   32.1       7.4 ?   Flavobacterium sp. ACN2 BSF41_contig000021, whole genome shotgun sequence
NZ_CP021874.1        -         result               -          cm        1       36  1782548  1782583      +    no    1 0.39   0.0   31.2        14 ?   Enterococcus wangshanyuanii strain MN05, complete genome
NZ_NRZM01000112.1    -         result               -          cm       13       36     4618     4595      -    5'    2 0.42   0.0   31.1        14 ?   Escherichia coli strain A344 NODE_69_length_4618_cov_997.601, whole genome shotgun sequence
NZ_KB849267.1        -         result               -          cm        1       36   973256   973225      -    no    1 0.44   0.0   31.0        16 ?   Acinetobacter lwoffii NIPH 715 acLrE-supercont1.21, whole genome shotgun sequence
NZ_SEIL01000059.1    -         result               -          cm        1       36     4309     4340      +    no    1 0.44   0.0   31.0        16 ?   Acinetobacter lwoffii strain AL_065 NODE_57_length_20642_cov_32.3453, whole genome shotgun sequence
NZ_AECZ01000024.1    -         result               -          cm        1       36    58534    58499      -    no    1 0.50   0.0   30.8        17 ?   Desulfovibrio fructosivorans JJ ctg00018, whole genome shotgun sequence
NZ_SACS01000024.1    -         result               -          cm        1       36    10616    10581      -    no    1 0.44   0.0   30.8        18 ?   Rheinheimera sp. KYPC3 NODE_24_length_76685_cov_89, whole genome shotgun sequence
NZ_SACS01000024.1    -         result               -          cm        1       36    10652    10617      -    no    1 0.44   0.0   30.8        18 ?   Rheinheimera sp. KYPC3 NODE_24_length_76685_cov_89, whole genome shotgun sequence
NZ_PVMY01000036.1    -         result               -          cm        1       36     3438     3473      +    no    1 0.42   0.0   30.6        20 ?   Cronobacter sakazakii strain MOD1_LR745 LR745_contig_36, whole genome shotgun sequence
NZ_PTOS01000023.1    -         result               -          cm        1       36    34777    34812      +    no    1 0.42   0.0   30.6        20 ?   Cronobacter sakazakii strain MOD1_LR753 LR753_contig_15, whole genome shotgun sequence
NZ_BGMD01000019.1    -         result               -          cm        1       36     4040     4075      +    no    1 0.42   0.0   30.6        20 ?   Enterobacter cloacae strain TUM5376, whole genome shotgun sequence
NZ_JTBN02000002.1    -         result               -          cm        1       36    68416    68451      +    no    1 0.42   0.0   30.6        20 ?   Enterobacter hormaechei strain FDAARGOS_69 scf7180000000011_quiver_pilon, whole genome shotgun sequence
NZ_LPOH01000025.1    -         result               -          cm        1       36    35189    35224      +    no    1 0.42   0.0   30.6        20 ?   Enterobacter hormaechei subsp. hoffmannii strain SMART_1105 contig31, whole genome shotgun sequence
NZ_QMCW01000111.1    -         result               -          cm        1       36     9757     9792      +    no    1 0.42   0.0   30.6        20 ?   Enterobacter hormaechei subsp. oharae strain 105I8 105I8_S178_R1__paired__contig_112, whole genome shotgun sequence
NZ_JZXT01000014.1    -         result               -          cm        1       36    52904    52869      -    no    1 0.42   0.0   30.6        20 ?   Enterobacter hormaechei subsp. xiangfangensis strain 44565 contig14, whole genome shotgun sequence
NZ_OEST01000002.1    -         result               -          cm        1       36   189017   189051      +    no    1 0.34   0.0   30.5        21 ?   Bacteroides cutis strain Marseille-P4118, whole genome shotgun sequence
NZ_RBTS01000106.1    -         result               -          cm        1       36     3897     3932      +    no    1 0.47   0.0   30.5        22 ?   Pseudomonas amygdali pv. sesami strain ICMP 4995 PseICMP4995_Contig_35, whole genome shotgun sequence
NZ_LJRG01000153.1    -         result               -          cm        1       36    12362    12327      -    no    1 0.47   0.0   30.5        22 ?   Pseudomonas amygdali pv. sesami strain ICMP763 PseICMP763_Contig_2, whole genome shotgun sequence
NZ_PVMY01000036.1    -         result               -          cm        1       36     3475     3510      +    no    1 0.44   0.0   30.3        25 ?   Cronobacter sakazakii strain MOD1_LR745 LR745_contig_36, whole genome shotgun sequence
NZ_PTOS01000023.1    -         result               -          cm        1       36    34814    34849      +    no    1 0.44   0.0   30.3        25 ?   Cronobacter sakazakii strain MOD1_LR753 LR753_contig_15, whole genome shotgun sequence
NZ_NPNM01000016.1    -         result               -          cm        1       36    91312    91277      -    no    1 0.44   0.0   30.3        25 ?   Enterobacter cloacae strain DS25697 opera_scaffold_16, whole genome shotgun sequence
NZ_NPNM01000016.1    -         result               -          cm        1       36    91349    91314      -    no    1 0.44   0.0   30.3        25 ?   Enterobacter cloacae strain DS25697 opera_scaffold_16, whole genome shotgun sequence
NZ_FJYV01000012.1    -         result               -          cm        1       36    54778    54813      +    no    1 0.44   0.0   30.3        25 ?   Enterobacter cloacae strain e1422, whole genome shotgun sequence
NZ_FJYV01000012.1    -         result               -          cm        1       36    54815    54850      +    no    1 0.44   0.0   30.3        25 ?   Enterobacter cloacae strain e1422, whole genome shotgun sequence
NZ_FKAJ01000017.1    -         result               -          cm        1       36    52719    52684      -    no    1 0.44   0.0   30.3        25 ?   Enterobacter cloacae strain e1714, whole genome shotgun sequence
NZ_RHWT01000029.1    -         result               -          cm        1       36    32301    32266      -    no    1 0.44   0.0   30.3        25 ?   Enterobacter cloacae strain EC_073 NODE_29_length_71969_cov_34.1239, whole genome shotgun sequence
NZ_RHWT01000029.1    -         result               -          cm        1       36    32338    32303      -    no    1 0.44   0.0   30.3        25 ?   Enterobacter cloacae strain EC_073 NODE_29_length_71969_cov_34.1239, whole genome shotgun sequence
NZ_BGMD01000019.1    -         result               -          cm        1       36     4077     4112      +    no    1 0.44   0.0   30.3        25 ?   Enterobacter cloacae strain TUM5376, whole genome shotgun sequence
NZ_JTBN02000002.1    -         result               -          cm        1       36    68453    68488      +    no    1 0.44   0.0   30.3        25 ?   Enterobacter hormaechei strain FDAARGOS_69 scf7180000000011_quiver_pilon, whole genome shotgun sequence
NZ_KK736254.1        -         result               -          cm        1       36        4       39      +    no    1 0.44   0.0   30.3        25 ?   Enterobacter hormaechei strain MGH 53 aeeay-supercont1.2, whole genome shotgun sequence
NZ_MUDF01000005.1    -         result               -          cm        1       36   183013   183048      +    no    1 0.44   0.0   30.3        25 ?   Enterobacter hormaechei strain SJRP/Ec9 Cotig_52, whole genome shotgun sequence
NZ_LPOH01000025.1    -         result               -          cm        1       36    35226    35261      +    no    1 0.44   0.0   30.3        25 ?   Enterobacter hormaechei subsp. hoffmannii strain SMART_1105 contig31, whole genome shotgun sequence
NZ_QMCW01000111.1    -         result               -          cm        1       36     9794     9829      +    no    1 0.44   0.0   30.3        25 ?   Enterobacter hormaechei subsp. oharae strain 105I8 105I8_S178_R1__paired__contig_112, whole genome shotgun sequence
NZ_LAAE01000009.1    -         result               -          cm        1       36    57617    57582      -    no    1 0.44   0.0   30.3        25 ?   Enterobacter hormaechei subsp. steigerwaltii strain 34999 contig9, whole genome shotgun sequence
NZ_JZXT01000014.1    -         result               -          cm        1       36    52867    52832      -    no    1 0.44   0.0   30.3        25 ?   Enterobacter hormaechei subsp. xiangfangensis strain 44565 contig14, whole genome shotgun sequence
NZ_LPPY01000007.1    -         result               -          cm        1       36    57830    57795      -    no    1 0.44   0.0   30.3        25 ?   Enterobacter hormaechei subsp. xiangfangensis strain SMART_488 contig15, whole genome shotgun sequence
NZ_LPPY01000007.1    -         result               -          cm        1       36    57867    57832      -    no    1 0.44   0.0   30.3        25 ?   Enterobacter hormaechei subsp. xiangfangensis strain SMART_488 contig15, whole genome shotgun sequence
NZ_LPOS01000028.1    -         result               -          cm        1       36    35263    35298      +    no    1 0.44   0.0   30.3        25 ?   Enterobacter roggenkampii strain SMART_930 contig34, whole genome shotgun sequence
NZ_LGYN01000001.1    -         result               -          cm        1       36     6852     6818      -    no    1 0.31   0.0   30.3        26 ?   Bacillus australimaris strain NH7I_1 contig1, whole genome shotgun sequence
NZ_NUNT01000014.1    -         result               -          cm        1       36    32430    32463      +    no    1 0.44   0.0   30.2        28 ?   Bacillus cereus strain AFS034785 AFS034785_108_B2_Contig14_140523, whole genome shotgun sequence
NZ_NUHL01000014.1    -         result               -          cm        1       36    14679    14712      +    no    1 0.44   0.0   30.2        28 ?   Bacillus cereus strain AFS053272 AFS053272_104_D11_Contig15_140523, whole genome shotgun sequence
NZ_MKZP01000036.1    -         result               -          cm        1       36    22751    22784      +    no    1 0.44   0.0   30.2        28 ?   Bacillus mycoides strain GM5LP BAWEI_contig000036, whole genome shotgun sequence
